src,dst
1367,5151
103,5463
2954,5084
3224,5151
3886,5221
438,5481
4189,5480
2141,5388
2177,5111
867,5027
3007,5092
2128,5180
2097,5197
656,5472
1063,5262
4603,5462
2926,5453
1353,5418
4592,5483
2678,5316
2848,5109
3467,5212
3830,5287
4848,5469
2268,5212
2098,5498
4299,5203
3589,5053
4696,5202
998,5499
763,5268
4568,5316
2551,5138
3431,5370
1942,5426
1404,5474
873,5452
3135,5045
168,5450
4411,5036
4885,5483
4642,5086
4809,5433
787,5035
4838,5313
3442,5405
443,5114
18,5169
799,5089
242,5452
4649,5457
2493,5231
3099,5317
1244,5042
4782,5033
3226,5101
2995,5408
407,5046
695,5156
4618,5415
479,5116
148,5016
2554,5005
2516,5142
2740,5402
4466,5385
4255,5269
1728,5133
4558,5213
2185,5393
92,5450
367,5098
4722,5296
774,5289
4673,5139
4074,5296
4426,5492
2689,5120
3680,5183
4755,5105
1666,5197
3559,5021
1474,5208
1902,5222
4242,5216
3985,5495
227,5224
3426,5101
991,5457
2742,5018
1490,5071
2558,5364
2440,5314
541,5263
4240,5304
518,5179
1853,5071
139,5152
3414,5436
4047,5477
4210,5140
1663,5222
1243,5202
1885,5414
780,5262
2975,5110
2535,5440
4007,5130
4553,5093
2410,5326
2351,5348
3772,5166
2554,5328
4075,5077
1026,5189
2555,5399
3738,5025
148,5149
4737,5401
919,5404
3344,5477
3525,5202
512,5214
296,5152
1146,5122
4464,5195
3790,5360
1499,5349
1571,5304
4626,5159
2764,5499
4061,5136
429,5196
2397,5482
2888,5092
3137,5099
1634,5066
2327,5044
1345,5397
3865,5364
2231,5008
4371,5018
4650,5299
4683,5184
2275,5008
3515,5052
4491,5063
1921,5466
4945,5215
1426,5294
711,5206
4570,5349
3869,5192
589,5329
4601,5237
587,5352
1282,5262
3017,5123
4337,5090
1105,5182
3599,5147
870,5427
403,5212
794,5106
4611,5303
1558,5354
2742,5173
1622,5475
913,5303
4264,5002
3154,5299
3888,5037
4552,5324
1885,5253
3873,5219
643,5272
4059,5030
1129,5237
3139,5297
660,5259
1780,5173
2044,5124
4907,5147
64,5302
2984,5415
1350,5446
4707,5205
871,5423
2383,5094
3698,5024
703,5357
4704,5190
2231,5289
2186,5271
4621,5173
3915,5146
4572,5277
3175,5087
151,5098
2014,5333
91,5340
406,5379
4157,5204
2875,5119
1586,5332
2970,5297
2212,5062
4556,5308
4668,5343
3730,5312
562,5237
1363,5266
1571,5002
3014,5479
1299,5340
876,5477
927,5250
1278,5204
4875,5165
4152,5161
2991,5497
2352,5260
218,5377
1453,5048
1336,5055
3738,5059
4223,5205
3505,5497
2356,5492
1638,5226
2410,5151
1062,5281
2630,5095
4086,5268
2004,5206
3921,5474
1190,5406
4928,5018
659,5206
4058,5467
187,5219
110,5352
1438,5379
3332,5186
161,5241
2808,5338
3179,5328
3087,5383
2485,5175
4946,5303
779,5401
4483,5243
3539,5365
1041,5366
2163,5160
721,5153
237,5260
2298,5434
370,5292
2925,5159
992,5358
1049,5186
1357,5311
1289,5425
4628,5256
2906,5217
3600,5495
4524,5366
898,5169
3675,5467
3056,5499
459,5059
744,5103
3988,5391
3090,5391
527,5030
563,5451
914,5275
2210,5020
2105,5128
1368,5029
4286,5109
1763,5253
3427,5102
3625,5399
1474,5234
4346,5316
1325,5010
3441,5350
4118,5383
1779,5097
4484,5400
3514,5105
2137,5104
1472,5215
2969,5325
4844,5114
338,5253
1752,5486
1068,5105
754,5217
1340,5161
1180,5020
1588,5292
23,5213
2445,5298
4628,5400
585,5431
2656,5428
2236,5093
3151,5296
3226,5203
2085,5308
2897,5130
3968,5051
2629,5182
303,5344
2483,5028
3657,5279
4739,5075
1109,5466
3513,5308
3284,5205
731,5258
1492,5044
2742,5436
2976,5155
4287,5402
1978,5439
1163,5447
1417,5281
3021,5165
2581,5434
329,5058
1059,5059
1754,5137
1058,5293
3310,5379
3470,5364
1900,5197
4525,5009
1376,5342
307,5200
4211,5483
2219,5008
1146,5414
2211,5320
1109,5223
1239,5476
1243,5149
3697,5270
1747,5314
2247,5459
4005,5408
944,5460
4759,5189
1920,5005
2421,5299
1506,5354
426,5085
731,5405
4595,5226
703,5223
2897,5016
1027,5143
262,5027
2937,5181
1527,5382
3365,5058
467,5105
292,5467
4076,5158
3060,5125
4851,5175
744,5087
4311,5028
577,5058
208,5018
3530,5032
673,5016
3314,5141
4199,5424
353,5364
1214,5163
3029,5327
1167,5447
3819,5038
2348,5476
1075,5423
3955,5046
4031,5336
3655,5014
4778,5214
2632,5239
2667,5351
81,5296
1040,5111
1228,5352
2532,5237
610,5343
640,5062
440,5306
4604,5108
3288,5390
3078,5122
1607,5259
4271,5269
3855,5359
850,5337
782,5367
3247,5475
2036,5185
2675,5218
392,5449
4547,5407
3731,5389
2825,5297
2179,5220
2370,5478
3947,5304
4833,5088
3771,5076
1540,5456
3611,5029
4831,5034
2426,5227
4604,5445
132,5187
2097,5150
2557,5101
3844,5092
2169,5303
1184,5018
609,5015
4508,5351
4587,5305
1355,5009
3454,5178
4605,5205
2999,5349
951,5127
641,5375
4123,5115
1786,5099
2918,5217
3708,5216
825,5315
2949,5474
4754,5081
2962,5192
4761,5351
3792,5309
3677,5146
1731,5094
369,5006
156,5155
2433,5341
2582,5138
4659,5303
2502,5011
3288,5047
3981,5409
4292,5312
651,5327
168,5177
2992,5229
1744,5264
1645,5079
306,5075
1129,5103
2516,5086
3197,5171
60,5015
785,5374
3578,5385
3735,5499
4294,5290
4359,5376
2270,5250
4216,5273
4085,5213
4406,5240
4816,5444
1864,5027
1536,5262
4488,5106
4419,5249
1052,5255
4917,5077
927,5307
1868,5141
3864,5462
3716,5103
752,5210
1779,5371
796,5196
2655,5251
2742,5213
4499,5275
1306,5276
1898,5221
912,5015
813,5267
4425,5153
1863,5100
212,5130
3860,5065
2524,5122
4542,5431
1194,5398
3329,5136
2893,5275
1535,5320
366,5107
2890,5368
4140,5117
2739,5406
2400,5061
3942,5347
3814,5433
3950,5266
207,5105
323,5171
4811,5235
1791,5412
305,5409
1114,5337
2384,5106
2811,5071
2288,5213
2565,5049
241,5271
3658,5073
2726,5416
662,5465
589,5087
1916,5170
389,5101
1271,5086
1534,5018
49,5182
2373,5358
3871,5098
3331,5280
1376,5406
1937,5454
791,5208
1283,5453
4457,5035
4724,5023
1592,5358
1211,5417
35,5119
4002,5475
4740,5474
4532,5179
2060,5179
4941,5088
671,5097
2093,5026
2975,5320
4670,5023
4055,5375
4789,5376
89,5295
4691,5108
1390,5102
1613,5415
1286,5094
4947,5233
2933,5320
469,5011
2162,5471
2611,5076
4837,5392
785,5028
4689,5082
1584,5277
4632,5344
2699,5126
1561,5090
596,5139
1838,5397
4355,5267
3428,5076
4471,5457
3022,5301
177,5299
4691,5009
3681,5145
4506,5427
2813,5256
2352,5156
1327,5374
950,5296
2192,5472
412,5061
388,5305
3622,5113
2954,5325
3222,5237
1273,5447
3641,5167
1570,5440
3564,5016
2103,5220
3329,5465
3055,5401
3929,5480
3404,5298
4594,5333
1089,5151
3892,5377
3889,5084
4017,5168
3872,5285
1799,5192
1692,5463
957,5477
3217,5261
1255,5004
4752,5226
1685,5115
2282,5236
3807,5464
3433,5359
1002,5218
3865,5284
3077,5254
4129,5023
4921,5136
1486,5156
1357,5100
2706,5314
4039,5130
2900,5293
902,5323
4395,5138
3271,5184
49,5083
3709,5084
3968,5202
2341,5448
4167,5212
985,5428
1219,5261
3289,5222
3329,5029
702,5011
4628,5095
3212,5176
4932,5064
3489,5362
2288,5345
632,5143
302,5017
3958,5157
862,5024
1085,5457
4558,5031
2146,5132
513,5249
2378,5420
1544,5177
2418,5353
3950,5318
220,5428
940,5261
1668,5024
977,5308
3325,5102
3373,5396
3440,5143
4598,5091
3116,5103
2905,5420
2280,5017
2255,5418
1802,5102
4253,5260
831,5069
3579,5014
2343,5429
2952,5002
3423,5415
2389,5363
211,5257
2036,5410
4912,5200
3416,5361
2038,5195
2526,5073
3120,5061
865,5428
2755,5034
647,5479
3155,5140
2838,5372
273,5426
3678,5475
1867,5174
3990,5208
101,5363
3980,5365
2122,5351
2583,5190
2497,5097
35,5121
1008,5036
1129,5384
4408,5097
4354,5445
2602,5078
787,5473
401,5491
689,5013
1515,5119
310,5431
1136,5111
1992,5387
58,5379
1625,5375
2720,5204
1225,5227
136,5298
3375,5483
2083,5318
1042,5197
1791,5108
1239,5427
2702,5168
4605,5104
1498,5470
833,5235
1361,5135
2207,5171
3641,5060
4367,5044
4788,5442
4739,5223
1509,5346
2529,5487
4786,5499
381,5074
3494,5088
1433,5057
1114,5403
2230,5482
1830,5081
2014,5194
3625,5070
3518,5189
3522,5498
24,5008
1691,5017
4806,5204
2286,5072
3850,5472
394,5089
4384,5122
2781,5433
2566,5484
1194,5489
3343,5241
1659,5499
3527,5238
3411,5317
1589,5171
4948,5489
4949,5288
2372,5470
463,5261
268,5320
1664,5475
4942,5471
618,5328
4534,5473
2597,5160
35,5045
3165,5088
1821,5168
4064,5088
928,5449
3723,5134
4134,5006
4649,5056
4192,5255
3082,5162
816,5148
2704,5141
1022,5465
343,5480
1006,5056
496,5135
2623,5013
3805,5337
2842,5004
2313,5153
2979,5062
4911,5187
3854,5154
3876,5388
4924,5467
722,5466
1057,5171
1339,5133
2410,5120
667,5221
689,5347
4226,5117
3379,5447
4502,5310
1223,5035
4013,5154
2933,5431
3655,5460
1967,5329
2608,5327
843,5071
225,5010
1164,5057
4762,5187
4950,5336
2485,5388
2600,5127
1069,5035
1492,5179
2579,5389
4561,5274
4913,5216
914,5022
3121,5425
84,5023
1133,5458
4471,5434
2097,5023
749,5337
4941,5216
2429,5324
101,5326
1655,5419
3594,5075
2261,5184
3289,5463
3042,5433
518,5069
1596,5477
2929,5220
1838,5235
1127,5033
3392,5008
3963,5492
553,5314
794,5347
3698,5424
4056,5469
1043,5081
4382,5470
4086,5133
72,5156
3651,5049
398,5268
134,5190
4871,5213
2466,5398
4923,5024
2183,5311
3572,5130
1658,5349
3286,5462
2862,5024
4808,5242
1979,5017
530,5409
2013,5312
4816,5076
1063,5477
2366,5476
3832,5226
1490,5438
1632,5289
3491,5059
61,5209
4346,5071
3651,5476
980,5007
3529,5167
2077,5398
2329,5166
1834,5189
524,5452
2992,5014
944,5072
3024,5317
2425,5065
1709,5425
2700,5011
2698,5206
2083,5273
2998,5044
546,5199
806,5293
2159,5448
1094,5426
4830,5375
3522,5467
2011,5037
991,5397
3779,5441
1042,5466
3945,5041
3991,5421
3778,5287
3568,5391
59,5146
775,5413
924,5110
2741,5173
1574,5129
1387,5324
2071,5358
2137,5442
2587,5267
3238,5176
1304,5114
2071,5096
2331,5319
1759,5219
2834,5135
2207,5289
4026,5035
2955,5089
2015,5195
1282,5063
1528,5166
4656,5041
1480,5358
1652,5050
3996,5291
3387,5369
1584,5090
433,5360
1530,5169
478,5244
3707,5205
2553,5312
3111,5221
2790,5259
2863,5072
252,5072
3345,5483
3796,5467
1573,5423
539,5325
2117,5269
4951,5109
3995,5468
995,5409
884,5149
4925,5045
39,5119
2732,5103
2881,5132
974,5224
289,5010
1376,5125
1731,5195
2465,5141
1914,5399
4675,5141
2953,5039
1242,5240
2218,5258
506,5431
3606,5302
2409,5241
3495,5275
441,5205
3648,5236
1048,5038
376,5488
1636,5418
1464,5255
4804,5193
4757,5243
4741,5053
4080,5381
445,5467
4072,5280
4263,5214
415,5208
403,5114
1066,5178
2789,5139
3077,5490
4853,5219
4461,5150
4628,5038
1320,5020
1126,5418
1571,5149
1806,5000
1078,5339
4015,5290
1563,5354
393,5115
4299,5350
518,5458
1439,5232
4818,5485
4707,5467
2835,5103
773,5342
4167,5066
2196,5281
279,5443
1172,5178
2159,5084
620,5022
2946,5401
1933,5460
4728,5378
3617,5412
114,5230
4896,5013
470,5261
3835,5307
3297,5449
3043,5148
2663,5143
3105,5418
4121,5130
3360,5130
95,5102
814,5254
2334,5172
1008,5127
3209,5233
338,5121
4217,5044
4544,5274
3155,5092
2716,5452
2590,5401
4345,5269
4793,5285
379,5099
1653,5120
2496,5039
549,5000
4452,5054
561,5031
1744,5062
4097,5099
4369,5272
4832,5034
3082,5402
4811,5470
2009,5030
3073,5136
2849,5429
4620,5481
873,5327
4760,5464
410,5179
3828,5146
3547,5329
2686,5349
4082,5268
335,5244
456,5172
364,5441
3156,5033
841,5040
2258,5435
4744,5279
1398,5273
2898,5163
2738,5411
3701,5118
410,5005
2758,5150
1920,5111
943,5445
758,5496
1235,5404
1376,5362
1507,5002
4928,5008
3373,5473
4952,5039
2885,5143
2195,5381
320,5386
4010,5247
845,5281
612,5063
2283,5246
2453,5127
1676,5050
1732,5250
2770,5445
2326,5322
353,5055
2520,5157
2401,5379
1125,5210
3514,5023
3607,5425
4773,5499
2462,5188
3749,5044
707,5218
560,5175
3286,5457
409,5123
2580,5240
3607,5392
1744,5202
2034,5362
4953,5113
3378,5331
1090,5079
2604,5326
3418,5268
1807,5277
1352,5246
2898,5198
2374,5488
1207,5306
41,5137
3249,5398
3298,5449
628,5483
1134,5219
2008,5084
3144,5075
2770,5094
3907,5231
1659,5278
4575,5181
4603,5059
4388,5032
111,5438
3622,5357
2266,5276
4673,5207
487,5420
1510,5032
3762,5228
121,5081
3763,5116
2576,5123
3517,5396
2604,5082
4091,5419
2589,5242
341,5273
1257,5308
1877,5164
3268,5369
1544,5381
1407,5137
2883,5289
1838,5378
2753,5027
4823,5097
1355,5166
3451,5454
3526,5338
979,5441
3397,5468
595,5291
2307,5411
752,5336
2635,5276
3938,5015
3906,5470
1176,5210
1941,5289
1799,5320
868,5433
4935,5179
3672,5353
4560,5108
2069,5011
1697,5083
588,5392
23,5222
2875,5082
2555,5415
2922,5381
1152,5354
1642,5397
1027,5474
4022,5304
3371,5237
2279,5155
3641,5074
414,5381
4813,5165
714,5047
153,5467
4682,5193
1894,5108
2458,5295
814,5309
4087,5441
1005,5486
234,5062
1350,5496
2883,5168
848,5227
3376,5019
2597,5286
1352,5000
523,5004
715,5252
2580,5167
4079,5251
1642,5054
934,5235
3717,5000
2000,5225
542,5408
4627,5198
2233,5181
2014,5244
1851,5315
3964,5185
2232,5363
271,5423
4536,5309
4481,5303
4787,5149
1735,5192
2049,5174
4782,5287
2111,5124
4637,5093
3449,5250
603,5045
820,5317
3743,5018
543,5383
3056,5305
3683,5248
3912,5077
2029,5304
236,5290
2282,5476
1952,5055
3365,5085
2771,5298
1051,5339
3245,5057
2946,5164
2230,5077
2520,5427
4335,5190
1560,5471
2804,5255
309,5467
1779,5176
3716,5246
2712,5202
2773,5167
852,5369
4301,5104
542,5278
2736,5350
99,5028
1878,5044
206,5284
2400,5278
2279,5382
4874,5424
3240,5043
1862,5212
4954,5227
437,5438
126,5345
614,5408
4729,5242
2638,5361
1415,5237
337,5216
4101,5360
2044,5105
4941,5346
1304,5436
3440,5185
2621,5253
1530,5189
600,5457
3821,5024
3739,5060
995,5280
1495,5429
1027,5360
3654,5305
2526,5289
2460,5308
2307,5392
586,5459
3381,5017
2258,5002
3902,5471
2162,5259
152,5110
3015,5130
258,5471
1999,5335
2962,5215
4478,5111
762,5119
738,5039
619,5462
3213,5122
4152,5193
2128,5444
2549,5311
1357,5325
3344,5257
3190,5183
2505,5029
1296,5057
4325,5497
3580,5268
1330,5283
2562,5279
106,5318
3701,5463
3935,5483
4637,5140
3783,5134
4495,5145
4809,5305
296,5158
807,5333
3447,5019
2706,5038
1275,5048
359,5476
3610,5421
1503,5220
1445,5383
4900,5276
2733,5141
1157,5327
2902,5046
2145,5451
4955,5472
2291,5231
1930,5335
1821,5492
2599,5306
660,5311
2719,5231
4595,5473
3615,5214
2673,5311
4695,5131
678,5265
4870,5144
1200,5085
3018,5410
2890,5056
3478,5349
1543,5116
4743,5186
499,5424
4102,5101
3796,5082
670,5360
3858,5268
384,5041
4673,5242
3977,5385
568,5458
2760,5469
1841,5197
4003,5213
1967,5080
2350,5185
3828,5384
4413,5272
3837,5154
3681,5486
4900,5433
3915,5143
2152,5354
3727,5008
4655,5456
4391,5434
468,5213
3142,5342
4902,5064
2009,5273
1941,5270
4096,5268
3892,5018
2898,5231
536,5256
388,5420
3987,5427
455,5210
1674,5341
2238,5207
238,5118
4956,5060
260,5101
4417,5307
4872,5479
2415,5235
1057,5025
3553,5330
1262,5231
85,5137
947,5057
3804,5167
4320,5262
278,5136
3090,5074
2160,5239
4358,5097
2827,5259
3091,5460
2954,5124
4641,5472
2849,5000
1269,5326
136,5303
3278,5274
2383,5326
1782,5437
3250,5066
2299,5192
1887,5333
2965,5058
1383,5406
536,5274
697,5085
4259,5142
2426,5106
1394,5091
2553,5451
4150,5021
2928,5337
2719,5116
2685,5498
189,5318
2117,5004
201,5261
4509,5279
1293,5266
3112,5251
1627,5247
4761,5168
1117,5195
852,5007
3905,5438
3946,5290
3674,5355
931,5439
4426,5410
2566,5374
395,5118
1436,5257
1771,5251
1364,5098
2615,5428
3056,5081
509,5066
2340,5394
2752,5442
4538,5487
322,5472
598,5430
4727,5110
4356,5338
1641,5261
828,5005
4713,5309
2590,5474
2968,5326
2796,5467
3981,5196
28,5087
3441,5281
1364,5498
2158,5101
1494,5158
4504,5196
1851,5254
2732,5060
113,5404
3987,5291
2138,5403
1166,5369
3709,5408
701,5139
2201,5092
3015,5041
1050,5045
4737,5113
907,5088
25,5015
899,5420
160,5262
666,5231
837,5202
3314,5050
673,5452
161,5338
349,5498
4193,5131
3868,5067
4025,5035
4953,5037
2326,5278
4491,5172
1572,5490
849,5135
3932,5467
1118,5226
2929,5150
1138,5336
4198,5457
1793,5088
1129,5424
474,5212
2691,5388
2651,5302
624,5195
1845,5327
3000,5327
1033,5220
278,5364
2169,5140
2490,5138
69,5197
1346,5064
1471,5291
2498,5492
4884,5046
2120,5092
704,5293
398,5238
1467,5054
4609,5351
2457,5396
971,5383
687,5337
3182,5167
2272,5298
1878,5442
1024,5490
3932,5235
2590,5327
2407,5384
1329,5197
3879,5177
3701,5222
363,5292
3839,5330
3329,5052
4301,5175
341,5468
1768,5095
525,5249
3481,5284
4633,5471
702,5202
554,5104
4957,5236
1985,5344
1187,5455
4197,5095
107,5230
990,5087
3048,5396
2832,5399
1834,5325
64,5004
1278,5056
4732,5070
333,5152
2235,5367
3431,5383
4122,5279
4517,5203
1071,5220
2409,5408
4449,5025
831,5085
847,5397
3778,5346
1054,5228
1590,5188
2074,5347
1125,5276
482,5297
2727,5060
2624,5050
3488,5214
3167,5478
1415,5223
2825,5382
2708,5280
2180,5316
2430,5225
2983,5051
2766,5182
626,5210
3971,5080
1458,5025
2586,5481
3136,5245
4072,5323
1230,5247
3652,5188
785,5184
1502,5472
2992,5145
69,5405
2866,5343
312,5480
3500,5363
3539,5109
4308,5055
4330,5042
16,5220
3507,5331
3680,5424
3705,5438
4312,5050
1339,5269
1887,5276
3512,5370
3763,5019
1954,5349
1785,5175
2752,5105
777,5384
2152,5461
1317,5346
4608,5185
2084,5275
1286,5136
4612,5254
2647,5253
2270,5397
1969,5111
1076,5096
4482,5057
2594,5396
4958,5383
2057,5254
1243,5143
4819,5314
171,5068
2259,5467
4873,5377
555,5298
3153,5086
2689,5017
2460,5413
4388,5382
4422,5224
1183,5409
1254,5161
2029,5484
61,5467
4060,5306
1237,5158
4367,5057
4616,5058
4046,5393
3269,5161
1582,5034
3009,5102
94,5084
1738,5431
2862,5377
326,5467
4151,5152
4549,5254
3777,5270
246,5378
2895,5170
1435,5337
2812,5054
4564,5417
1185,5473
1343,5421
4477,5148
3126,5231
1153,5354
4798,5119
4447,5183
2273,5242
4959,5453
2335,5483
1037,5462
4141,5083
3613,5026
2382,5457
3904,5017
307,5047
480,5259
4002,5140
1196,5471
776,5486
951,5123
4160,5154
4140,5384
1429,5438
4512,5124
2499,5172
3327,5327
4333,5436
4750,5445
3900,5160
4526,5258
914,5301
4083,5307
607,5031
2049,5409
2218,5255
2599,5046
1054,5078
1395,5292
3859,5348
1713,5488
4753,5116
2711,5328
1749,5260
3006,5277
1316,5406
3503,5176
2049,5201
2650,5349
3557,5400
410,5136
4709,5007
3206,5356
4607,5328
1131,5019
4037,5155
2974,5383
3220,5154
216,5456
4120,5465
2582,5215
1008,5045
758,5367
4513,5026
3095,5335
4692,5139
3545,5155
3538,5000
3338,5014
2215,5311
1532,5176
2456,5294
1657,5275
99,5033
3862,5226
4759,5254
170,5233
1928,5027
4960,5469
519,5102
947,5371
635,5457
295,5189
2566,5416
2548,5149
521,5114
3092,5191
2307,5433
545,5326
4444,5320
2426,5240
4849,5384
862,5281
2834,5390
2040,5309
659,5471
1476,5140
2484,5487
4699,5216
4711,5011
3714,5373
4278,5289
893,5436
902,5127
3253,5133
463,5439
685,5444
2729,5295
4428,5044
2351,5328
3940,5308
4423,5296
3983,5392
4910,5118
1168,5276
3156,5314
166,5176
2704,5212
2427,5174
1128,5162
3784,5259
4413,5031
2075,5455
2183,5354
2816,5331
1297,5100
496,5198
2302,5246
3565,5049
4505,5295
4633,5405
915,5083
4008,5162
1570,5029
188,5434
235,5478
525,5493
4553,5069
1385,5084
380,5008
4392,5458
3193,5187
3259,5225
1850,5283
1772,5300
1730,5335
1621,5287
4075,5473
1071,5076
2521,5232
542,5250
1193,5405
328,5386
530,5201
1906,5173
3924,5019
4765,5149
443,5003
1162,5441
3137,5156
2302,5435
818,5093
4650,5226
2684,5110
3993,5419
2415,5339
720,5139
781,5120
3428,5474
794,5113
70,5104
968,5406
3508,5254
2237,5478
2538,5228
3295,5451
4830,5449
3427,5468
1100,5362
1962,5456
1212,5061
3434,5309
3293,5206
1979,5449
4866,5171
297,5399
730,5155
380,5072
521,5130
4549,5235
1926,5381
1399,5116
127,5261
3103,5243
4428,5067
3667,5224
1133,5048
4260,5258
512,5484
3418,5487
4821,5161
4917,5414
3050,5231
3304,5005
4344,5288
791,5241
4203,5181
4675,5324
4192,5320
463,5107
3504,5210
2896,5085
1021,5135
393,5262
331,5187
1223,5485
2975,5372
3530,5113
1775,5483
3973,5483
410,5287
21,5018
3487,5379
1353,5401
1668,5194
3080,5357
4253,5240
144,5026
1002,5346
263,5154
1016,5292
1548,5289
4736,5363
2937,5299
4759,5219
4611,5418
1390,5198
1235,5184
4723,5330
1696,5459
4209,5220
3261,5443
4904,5300
1209,5263
1919,5216
3221,5345
3915,5398
389,5058
95,5158
174,5155
636,5052
1124,5172
4698,5065
4288,5307
3560,5405
4827,5422
4145,5400
4659,5224
3874,5329
4325,5237
4549,5440
3791,5288
2430,5380
2488,5406
1219,5106
1729,5023
1168,5016
3126,5045
2821,5322
2448,5363
772,5033
212,5257
966,5422
2094,5425
4351,5007
831,5106
2258,5135
1826,5478
2350,5363
3033,5152
3879,5084
2038,5087
1981,5092
4249,5115
810,5066
1543,5009
2565,5483
3954,5094
3341,5128
1926,5070
2680,5477
2632,5132
1498,5354
4199,5232
3702,5046
372,5221
609,5412
4033,5461
3035,5343
1959,5110
34,5432
1071,5136
2226,5235
1593,5343
427,5335
721,5007
4809,5211
960,5381
4961,5337
3831,5026
4621,5464
1897,5411
4962,5300
1047,5064
3620,5211
4963,5193
1445,5089
1729,5335
3075,5346
3998,5239
2165,5469
4244,5488
4894,5215
2781,5488
2032,5164
2375,5247
2929,5024
1222,5134
878,5330
53,5024
4099,5145
83,5398
4117,5300
4440,5180
4459,5427
1292,5266
3712,5185
2839,5364
2072,5373
3540,5262
4620,5177
2240,5078
841,5096
3333,5095
4633,5356
4036,5246
1039,5044
3430,5317
2515,5018
1146,5353
197,5410
1020,5056
689,5150
891,5291
4370,5156
2106,5116
1676,5354
4481,5050
4207,5096
1361,5073
706,5059
2674,5136
2057,5449
879,5466
613,5402
739,5070
420,5069
1372,5335
2138,5200
1038,5339
3844,5097
4439,5287
775,5099
3147,5375
4374,5378
4914,5185
3781,5416
1702,5220
4401,5276
2896,5241
58,5348
423,5171
1982,5496
3514,5487
453,5487
152,5199
2168,5254
4573,5300
2519,5228
1603,5111
3620,5415
3581,5453
2130,5279
805,5125
1341,5016
3723,5292
2232,5083
519,5401
2495,5461
1346,5177
3980,5246
1225,5372
3846,5017
2781,5136
3448,5340
4791,5090
131,5342
3324,5454
104,5126
266,5310
3704,5389
2827,5110
970,5169
2898,5282
4701,5081
4880,5151
2330,5289
505,5402
1868,5187
2314,5120
4939,5325
93,5453
1009,5206
116,5460
2169,5015
975,5444
611,5488
1712,5452
716,5014
1458,5029
2422,5256
3971,5275
706,5362
916,5000
983,5098
257,5392
410,5003
399,5249
308,5256
1733,5405
2579,5357
506,5246
2306,5394
4089,5051
2064,5303
910,5377
1880,5262
2051,5042
3934,5264
4194,5054
215,5052
2837,5000
4553,5001
2089,5450
4830,5457
3268,5159
3400,5211
4186,5249
2124,5401
3529,5214
4584,5015
3211,5053
3601,5461
39,5192
3004,5250
499,5455
109,5003
1948,5331
1694,5192
2462,5368
1128,5229
2748,5244
699,5126
806,5264
582,5073
1327,5493
941,5255
3147,5414
4436,5486
4882,5336
3753,5028
2661,5149
134,5287
4600,5490
2601,5291
234,5225
4419,5257
2103,5374
1710,5049
2755,5488
1886,5295
4039,5322
138,5061
3261,5209
706,5054
602,5192
688,5199
1201,5194
1720,5411
3819,5256
4760,5287
40,5324
3691,5275
2862,5383
221,5104
3847,5317
1831,5063
2349,5290
3305,5215
3163,5217
1343,5415
989,5007
4230,5316
1356,5382
2098,5174
3472,5105
1352,5261
3867,5367
3107,5212
3322,5147
1401,5032
4212,5311
1454,5454
4401,5030
392,5256
1145,5062
4008,5281
1960,5171
4141,5019
3790,5383
4530,5214
1211,5223
1908,5422
944,5382
4162,5473
3444,5402
504,5364
3508,5208
167,5290
2555,5300
1235,5172
4111,5261
875,5369
4691,5469
2634,5453
607,5227
205,5015
635,5324
4652,5409
3151,5173
3997,5470
4076,5309
271,5116
1161,5317
63,5395
4749,5026
2257,5111
959,5245
1172,5071
4686,5013
1973,5013
3080,5347
3383,5224
3419,5029
4697,5436
4914,5413
906,5061
3044,5477
3296,5051
1471,5336
1524,5388
956,5219
4452,5117
2136,5452
1222,5473
58,5434
4964,5229
1044,5029
91,5392
4193,5483
3321,5355
2661,5303
4270,5219
3816,5104
3152,5452
3148,5010
545,5009
528,5397
2154,5063
505,5324
935,5315
4332,5373
605,5226
1038,5075
3694,5390
2539,5220
1190,5140
3788,5091
1230,5311
1377,5300
2729,5414
3723,5342
4949,5469
136,5150
2680,5200
3582,5216
2564,5067
2012,5068
379,5250
682,5326
4037,5153
3417,5423
2222,5491
237,5402
3077,5234
3890,5191
2353,5478
3543,5346
4965,5358
3463,5091
2375,5370
4535,5088
590,5243
521,5431
288,5003
2560,5392
833,5341
2074,5205
3264,5264
4790,5474
1107,5325
4226,5224
1100,5367
665,5075
282,5353
1823,5173
3387,5180
4832,5179
413,5489
757,5438
2756,5258
1020,5003
3879,5479
753,5442
4364,5129
321,5032
4089,5104
2739,5183
2138,5413
4584,5202
2608,5094
899,5008
4181,5406
3131,5353
2216,5196
4455,5221
4473,5250
3676,5468
75,5192
3605,5282
1969,5018
2206,5149
3963,5383
4253,5424
714,5081
2739,5454
3387,5240
3241,5030
192,5471
2724,5275
4585,5033
3401,5422
2778,5396
1514,5326
1546,5409
2875,5178
1239,5256
2483,5486
2363,5066
3405,5072
1674,5047
2920,5468
2342,5296
1465,5416
4398,5256
4465,5262
3231,5025
2097,5453
1299,5120
25,5193
943,5046
2906,5037
3698,5386
1680,5076
2333,5044
3635,5061
2265,5062
3417,5024
2328,5056
3975,5499
509,5250
4479,5151
1633,5120
3622,5426
2910,5175
3976,5285
3072,5386
756,5108
2232,5343
1459,5391
4577,5181
535,5258
4652,5027
3202,5067
4843,5341
1114,5452
1840,5479
4658,5177
3030,5299
1752,5472
4765,5334
644,5320
1961,5046
4112,5007
4534,5153
482,5287
